t x_1 v_1 x_0.1 v_0.1 x_0.01 v_0.01 x_0.001 v_0.001
0 0 1 0 1 0 1 0 1
0.001 0 1 0 1 0 1 0.001 1
0.002 0 1 0 1 0 1 0.002 0.999999
0.003 0 1 0 1 0 1 0.003 0.999996
0.004 0 1 0 1 0 1 0.004 0.999993
0.005 0 1 0 1 0 1 0.00499999 0.999988
0.006 0 1 0 1 0 1 0.00599998 0.999982
0.007 0 1 0 1 0 1 0.00699996 0.999975
0.008 0 1 0 1 0 1 0.00799993 0.999966
0.009 0 1 0 1 0 1 0.0089999 0.999957
0.01 0 1 0 1 0.01 1 0.00999986 0.999946
0.011 0 1 0 1 0.01 1 0.0109998 0.999934
0.012 0 1 0 1 0.01 1 0.0119997 0.999921
0.013 0 1 0 1 0.01 1 0.0129997 0.999907
0.014 0 1 0 1 0.01 1 0.0139996 0.999891
0.015 0 1 0 1 0.01 1 0.0149995 0.999874
0.016 0 1 0 1 0.01 1 0.0159993 0.999856
0.017 0 1 0 1 0.01 1 0.0169992 0.999837
0.018 0 1 0 1 0.01 1 0.017999 0.999817
0.019 0 1 0 1 0.01 1 0.0189988 0.999795
0.02 0 1 0 1 0.02 0.99988 0.0199986 0.999772
0.021 0 1 0 1 0.02 0.99988 0.0209984 0.999749
0.022 0 1 0 1 0.02 0.99988 0.0219982 0.999723
0.023 0 1 0 1 0.02 0.99988 0.0229979 0.999697
0.024 0 1 0 1 0.02 0.99988 0.0239976 0.999669
0.025 0 1 0 1 0.02 0.99988 0.0249972 0.999641
0.026 0 1 0 1 0.02 0.99988 0.0259969 0.999611
0.027 0 1 0 1 0.02 0.99988 0.0269965 0.99958
0.028 0 1 0 1 0.02 0.99988 0.0279961 0.999547
0.029 0 1 0 1 0.02 0.99988 0.0289956 0.999514
0.03 0 1 0 1 0.0299988 0.999641 0.0299951 0.999479
0.031 0 1 0 1 0.0299988 0.999641 0.0309946 0.999443
0.032 0 1 0 1 0.0299988 0.999641 0.0319941 0.999406
0.033 0 1 0 1 0.0299988 0.999641 0.0329935 0.999368
0.034 0 1 0 1 0.0299988 0.999641 0.0339928 0.999328
0.035 0 1 0 1 0.0299988 0.999641 0.0349922 0.999287
0.036 0 1 0 1 0.0299988 0.999641 0.0359914 0.999246
0.037 0 1 0 1 0.0299988 0.999641 0.0369907 0.999202
0.038 0 1 0 1 0.0299988 0.999641 0.0379899 0.999158
0.039 0 1 0 1 0.0299988 0.999641 0.0389891 0.999113
0.04 0 1 0 1 0.0399952 0.999281 0.0399882 0.999066
0.041 0 1 0 1 0.0399952 0.999281 0.0409872 0.999018
0.042 0 1 0 1 0.0399952 0.999281 0.0419863 0.998969
0.043 0 1 0 1 0.0399952 0.999281 0.0429852 0.998919
0.044 0 1 0 1 0.0399952 0.999281 0.0439841 0.998867
0.045 0 1 0 1 0.0399952 0.999281 0.044983 0.998815
0.046 0 1 0 1 0.0399952 0.999281 0.0459818 0.998761
0.047 0 1 0 1 0.0399952 0.999281 0.0469806 0.998706
0.048 0 1 0 1 0.0399952 0.999281 0.0479793 0.998649
0.049 0 1 0 1 0.0399952 0.999281 0.0489779 0.998592
0.05 0 1 0 1 0.049988 0.998802 0.0499765 0.998533
0.051 0 1 0 1 0.049988 0.998802 0.0509751 0.998473
0.052 0 1 0 1 0.049988 0.998802 0.0519735 0.998412
0.053 0 1 0 1 0.049988 0.998802 0.0529719 0.99835
0.054 0 1 0 1 0.049988 0.998802 0.0539703 0.998287
0.055 0 1 0 1 0.049988 0.998802 0.0549686 0.998222
0.056 0 1 0 1 0.049988 0.998802 0.0559668 0.998156
0.057 0 1 0 1 0.049988 0.998802 0.056965 0.998089
0.058 0 1 0 1 0.049988 0.998802 0.0579631 0.998021
0.059 0 1 0 1 0.049988 0.998802 0.0589611 0.997952
0.06 0 1 0 1 0.059976 0.998204 0.059959 0.997881
0.061 0 1 0 1 0.059976 0.998204 0.0609569 0.997809
0.062 0 1 0 1 0.059976 0.998204 0.0619547 0.997736
0.063 0 1 0 1 0.059976 0.998204 0.0629525 0.997662
0.064 0 1 0 1 0.059976 0.998204 0.0639501 0.997587
0.065 0 1 0 1 0.059976 0.998204 0.0649477 0.99751
0.066 0 1 0 1 0.059976 0.998204 0.0659452 0.997432
0.067 0 1 0 1 0.059976 0.998204 0.0669426 0.997353
0.068 0 1 0 1 0.059976 0.998204 0.06794 0.997273
0.069 0 1 0 1 0.059976 0.998204 0.0689373 0.997192
0.07 0 1 0 1 0.0699581 0.997486 0.0699345 0.997109
0.071 0 1 0 1 0.0699581 0.997486 0.0709316 0.997025
0.072 0 1 0 1 0.0699581 0.997486 0.0719286 0.99694
0.073 0 1 0 1 0.0699581 0.997486 0.0729255 0.996854
0.074 0 1 0 1 0.0699581 0.997486 0.0739224 0.996767
0.075 0 1 0 1 0.0699581 0.997486 0.0749192 0.996678
0.076 0 1 0 1 0.0699581 0.997486 0.0759158 0.996589
0.077 0 1 0 1 0.0699581 0.997486 0.0769124 0.996498
0.078 0 1 0 1 0.0699581 0.997486 0.0779089 0.996406
0.079 0 1 0 1 0.0699581 0.997486 0.0789053 0.996312
0.08 0 1 0 1 0.0799329 0.996648 0.0799016 0.996218
0.081 0 1 0 1 0.0799329 0.996648 0.0808979 0.996122
0.082 0 1 0 1 0.0799329 0.996648 0.081894 0.996025
0.083 0 1 0 1 0.0799329 0.996648 0.08289 0.995927
0.084 0 1 0 1 0.0799329 0.996648 0.0838859 0.995828
0.085 0 1 0 1 0.0799329 0.996648 0.0848818 0.995727
0.086 0 1 0 1 0.0799329 0.996648 0.0858775 0.995626
0.087 0 1 0 1 0.0799329 0.996648 0.0868731 0.995523
0.088 0 1 0 1 0.0799329 0.996648 0.0878686 0.995419
0.089 0 1 0 1 0.0799329 0.996648 0.0888641 0.995314
0.09 0 1 0 1 0.0898994 0.99569 0.0898594 0.995207
0.091 0 1 0 1 0.0898994 0.99569 0.0908546 0.9951
0.092 0 1 0 1 0.0898994 0.99569 0.0918497 0.994991
0.093 0 1 0 1 0.0898994 0.99569 0.0928447 0.994881
0.094 0 1 0 1 0.0898994 0.99569 0.0938395 0.99477
0.095 0 1 0 1 0.0898994 0.99569 0.0948343 0.994657
0.096 0 1 0 1 0.0898994 0.99569 0.095829 0.994544
0.097 0 1 0 1 0.0898994 0.99569 0.0968235 0.994429
0.098 0 1 0 1 0.0898994 0.99569 0.0978179 0.994313
0.099 0 1 0 1 0.0898994 0.99569 0.0988123 0.994196
0.1 0 1 0.1 1 0.0998563 0.994614 0.0998065 0.994077
0.101 0 1 0.1 1 0.0998563 0.994614 0.100801 0.993958
0.102 0 1 0.1 1 0.0998563 0.994614 0.101794 0.993837
0.103 0 1 0.1 1 0.0998563 0.994614 0.102788 0.993715
0.104 0 1 0.1 1 0.0998563 0.994614 0.103782 0.993592
0.105 0 1 0.1 1 0.0998563 0.994614 0.104776 0.993468
0.106 0 1 0.1 1 0.0998563 0.994614 0.105769 0.993342
0.107 0 1 0.1 1 0.0998563 0.994614 0.106762 0.993215
0.108 0 1 0.1 1 0.0998563 0.994614 0.107756 0.993088
0.109 0 1 0.1 1 0.0998563 0.994614 0.108749 0.992959
0.11 0 1 0.1 1 0.109802 0.993418 0.109742 0.992828
0.111 0 1 0.1 1 0.109802 0.993418 0.110735 0.992697
0.112 0 1 0.1 1 0.109802 0.993418 0.111727 0.992564
0.113 0 1 0.1 1 0.109802 0.993418 0.11272 0.99243
0.114 0 1 0.1 1 0.109802 0.993418 0.113712 0.992295
0.115 0 1 0.1 1 0.109802 0.993418 0.114705 0.992159
0.116 0 1 0.1 1 0.109802 0.993418 0.115697 0.992022
0.117 0 1 0.1 1 0.109802 0.993418 0.116689 0.991883
0.118 0 1 0.1 1 0.109802 0.993418 0.117681 0.991743
0.119 0 1 0.1 1 0.109802 0.993418 0.118672 0.991602
0.12 0 1 0.1 1 0.119737 0.992102 0.119664 0.99146
0.121 0 1 0.1 1 0.119737 0.992102 0.120655 0.991317
0.122 0 1 0.1 1 0.119737 0.992102 0.121647 0.991172
0.123 0 1 0.1 1 0.119737 0.992102 0.122638 0.991027
0.124 0 1 0.1 1 0.119737 0.992102 0.123629 0.99088
0.125 0 1 0.1 1 0.119737 0.992102 0.12462 0.990732
0.126 0 1 0.1 1 0.119737 0.992102 0.125611 0.990582
0.127 0 1 0.1 1 0.119737 0.992102 0.126601 0.990432
0.128 0 1 0.1 1 0.119737 0.992102 0.127592 0.99028
0.129 0 1 0.1 1 0.119737 0.992102 0.128582 0.990127
0.13 0 1 0.1 1 0.129658 0.990668 0.129572 0.989973
0.131 0 1 0.1 1 0.129658 0.990668 0.130562 0.989818
0.132 0 1 0.1 1 0.129658 0.990668 0.131552 0.989662
0.133 0 1 0.1 1 0.129658 0.990668 0.132541 0.989504
0.134 0 1 0.1 1 0.129658 0.990668 0.133531 0.989345
0.135 0 1 0.1 1 0.129658 0.990668 0.13452 0.989185
0.136 0 1 0.1 1 0.129658 0.990668 0.135509 0.989024
0.137 0 1 0.1 1 0.129658 0.990668 0.136498 0.988862
0.138 0 1 0.1 1 0.129658 0.990668 0.137487 0.988698
0.139 0 1 0.1 1 0.129658 0.990668 0.138476 0.988534
0.14 0 1 0.1 1 0.139564 0.989115 0.139465 0.988368
0.141 0 1 0.1 1 0.139564 0.989115 0.140453 0.988201
0.142 0 1 0.1 1 0.139564 0.989115 0.141441 0.988032
0.143 0 1 0.1 1 0.139564 0.989115 0.142429 0.987863
0.144 0 1 0.1 1 0.139564 0.989115 0.143417 0.987692
0.145 0 1 0.1 1 0.139564 0.989115 0.144405 0.987521
0.146 0 1 0.1 1 0.139564 0.989115 0.145392 0.987348
0.147 0 1 0.1 1 0.139564 0.989115 0.14638 0.987173
0.148 0 1 0.1 1 0.139564 0.989115 0.147367 0.986998
0.149 0 1 0.1 1 0.139564 0.989115 0.148354 0.986821
0.15 0 1 0.1 1 0.149455 0.987443 0.149341 0.986644
0.151 0 1 0.1 1 0.149455 0.987443 0.150327 0.986465
0.152 0 1 0.1 1 0.149455 0.987443 0.151314 0.986285
0.153 0 1 0.1 1 0.149455 0.987443 0.1523 0.986103
0.154 0 1 0.1 1 0.149455 0.987443 0.153286 0.985921
0.155 0 1 0.1 1 0.149455 0.987443 0.154272 0.985737
0.156 0 1 0.1 1 0.149455 0.987443 0.155258 0.985552
0.157 0 1 0.1 1 0.149455 0.987443 0.156243 0.985366
0.158 0 1 0.1 1 0.149455 0.987443 0.157229 0.985179
0.159 0 1 0.1 1 0.149455 0.987443 0.158214 0.984991
0.16 0 1 0.1 1 0.15933 0.985652 0.159199 0.984801
0.161 0 1 0.1 1 0.15933 0.985652 0.160184 0.98461
0.162 0 1 0.1 1 0.15933 0.985652 0.161168 0.984418
0.163 0 1 0.1 1 0.15933 0.985652 0.162153 0.984225
0.164 0 1 0.1 1 0.15933 0.985652 0.163137 0.984031
0.165 0 1 0.1 1 0.15933 0.985652 0.164121 0.983835
0.166 0 1 0.1 1 0.15933 0.985652 0.165105 0.983638
0.167 0 1 0.1 1 0.15933 0.985652 0.166088 0.983441
0.168 0 1 0.1 1 0.15933 0.985652 0.167072 0.983242
0.169 0 1 0.1 1 0.15933 0.985652 0.168055 0.983041
0.17 0 1 0.1 1 0.169186 0.983743 0.169038 0.98284
0.171 0 1 0.1 1 0.169186 0.983743 0.170021 0.982637
0.172 0 1 0.1 1 0.169186 0.983743 0.171004 0.982433
0.173 0 1 0.1 1 0.169186 0.983743 0.171986 0.982229
0.174 0 1 0.1 1 0.169186 0.983743 0.172968 0.982022
0.175 0 1 0.1 1 0.169186 0.983743 0.17395 0.981815
0.176 0 1 0.1 1 0.169186 0.983743 0.174932 0.981607
0.177 0 1 0.1 1 0.169186 0.983743 0.175914 0.981397
0.178 0 1 0.1 1 0.169186 0.983743 0.176895 0.981186
0.179 0 1 0.1 1 0.169186 0.983743 0.177876 0.980974
0.18 0 1 0.1 1 0.179024 0.981715 0.178857 0.980761
0.181 0 1 0.1 1 0.179024 0.981715 0.179838 0.980546
0.182 0 1 0.1 1 0.179024 0.981715 0.180819 0.980331
0.183 0 1 0.1 1 0.179024 0.981715 0.181799 0.980114
0.184 0 1 0.1 1 0.179024 0.981715 0.182779 0.979896
0.185 0 1 0.1 1 0.179024 0.981715 0.183759 0.979677
0.186 0 1 0.1 1 0.179024 0.981715 0.184739 0.979456
0.187 0 1 0.1 1 0.179024 0.981715 0.185718 0.979235
0.188 0 1 0.1 1 0.179024 0.981715 0.186697 0.979012
0.189 0 1 0.1 1 0.179024 0.981715 0.187676 0.978788
0.19 0 1 0.1 1 0.188841 0.979569 0.188655 0.978563
0.191 0 1 0.1 1 0.188841 0.979569 0.189634 0.978337
0.192 0 1 0.1 1 0.188841 0.979569 0.190612 0.97811
0.193 0 1 0.1 1 0.188841 0.979569 0.19159 0.977881
0.194 0 1 0.1 1 0.188841 0.979569 0.192568 0.977651
0.195 0 1 0.1 1 0.188841 0.979569 0.193546 0.97742
0.196 0 1 0.1 1 0.188841 0.979569 0.194523 0.977188
0.197 0 1 0.1 1 0.188841 0.979569 0.1955 0.976955
0.198 0 1 0.1 1 0.188841 0.979569 0.196477 0.976721
0.199 0 1 0.1 1 0.188841 0.979569 0.197454 0.976485
0.2 0 1 0.2 0.988023 0.198637 0.977304 0.19843 0.976248
0.201 0 1 0.2 0.988023 0.198637 0.977304 0.199407 0.97601
0.202 0 1 0.2 0.988023 0.198637 0.977304 0.200383 0.975771
0.203 0 1 0.2 0.988023 0.198637 0.977304 0.201358 0.975531
0.204 0 1 0.2 0.988023 0.198637 0.977304 0.202334 0.975289
0.205 0 1 0.2 0.988023 0.198637 0.977304 0.203309 0.975046
0.206 0 1 0.2 0.988023 0.198637 0.977304 0.204284 0.974802
0.207 0 1 0.2 0.988023 0.198637 0.977304 0.205259 0.974557
0.208 0 1 0.2 0.988023 0.198637 0.977304 0.206234 0.974311
0.209 0 1 0.2 0.988023 0.198637 0.977304 0.207208 0.974064
0.21 0 1 0.2 0.988023 0.20841 0.974922 0.208182 0.973815
0.211 0 1 0.2 0.988023 0.20841 0.974922 0.209156 0.973565
0.212 0 1 0.2 0.988023 0.20841 0.974922 0.210129 0.973314
0.213 0 1 0.2 0.988023 0.20841 0.974922 0.211103 0.973062
0.214 0 1 0.2 0.988023 0.20841 0.974922 0.212076 0.972809
0.215 0 1 0.2 0.988023 0.20841 0.974922 0.213049 0.972554
0.216 0 1 0.2 0.988023 0.20841 0.974922 0.214021 0.972299
0.217 0 1 0.2 0.988023 0.20841 0.974922 0.214993 0.972042
0.218 0 1 0.2 0.988023 0.20841 0.974922 0.215965 0.971784
0.219 0 1 0.2 0.988023 0.20841 0.974922 0.216937 0.971524
0.22 0 1 0.2 0.988023 0.218159 0.972421 0.217909 0.971264
0.221 0 1 0.2 0.988023 0.218159 0.972421 0.21888 0.971003
0.222 0 1 0.2 0.988023 0.218159 0.972421 0.219851 0.97074
0.223 0 1 0.2 0.988023 0.218159 0.972421 0.220822 0.970476
0.224 0 1 0.2 0.988023 0.218159 0.972421 0.221792 0.970211
0.225 0 1 0.2 0.988023 0.218159 0.972421 0.222762 0.969945
0.226 0 1 0.2 0.988023 0.218159 0.972421 0.223732 0.969677
0.227 0 1 0.2 0.988023 0.218159 0.972421 0.224702 0.969409
0.228 0 1 0.2 0.988023 0.218159 0.972421 0.225671 0.969139
0.229 0 1 0.2 0.988023 0.218159 0.972421 0.226641 0.968868
0.23 0 1 0.2 0.988023 0.227883 0.969802 0.227609 0.968596
0.231 0 1 0.2 0.988023 0.227883 0.969802 0.228578 0.968322
0.232 0 1 0.2 0.988023 0.227883 0.969802 0.229546 0.968048
0.233 0 1 0.2 0.988023 0.227883 0.969802 0.230514 0.967772
0.234 0 1 0.2 0.988023 0.227883 0.969802 0.231482 0.967495
0.235 0 1 0.2 0.988023 0.227883 0.969802 0.23245 0.967217
0.236 0 1 0.2 0.988023 0.227883 0.969802 0.233417 0.966938
0.237 0 1 0.2 0.988023 0.227883 0.969802 0.234384 0.966658
0.238 0 1 0.2 0.988023 0.227883 0.969802 0.235351 0.966376
0.239 0 1 0.2 0.988023 0.227883 0.969802 0.236317 0.966093
0.24 0 1 0.2 0.988023 0.237581 0.967066 0.237283 0.96581
0.241 0 1 0.2 0.988023 0.237581 0.967066 0.238249 0.965524
0.242 0 1 0.2 0.988023 0.237581 0.967066 0.239214 0.965238
0.243 0 1 0.2 0.988023 0.237581 0.967066 0.24018 0.964951
0.244 0 1 0.2 0.988023 0.237581 0.967066 0.241145 0.964662
0.245 0 1 0.2 0.988023 0.237581 0.967066 0.242109 0.964372
0.246 0 1 0.2 0.988023 0.237581 0.967066 0.243074 0.964081
0.247 0 1 0.2 0.988023 0.237581 0.967066 0.244038 0.963789
0.248 0 1 0.2 0.988023 0.237581 0.967066 0.245001 0.963496
0.249 0 1 0.2 0.988023 0.237581 0.967066 0.245965 0.963202
0.25 0 1 0.2 0.988023 0.247252 0.964212 0.246928 0.962906
0.251 0 1 0.2 0.988023 0.247252 0.964212 0.247891 0.962609
0.252 0 1 0.2 0.988023 0.247252 0.964212 0.248854 0.962311
0.253 0 1 0.2 0.988023 0.247252 0.964212 0.249816 0.962012
0.254 0 1 0.2 0.988023 0.247252 0.964212 0.250778 0.961712
0.255 0 1 0.2 0.988023 0.247252 0.964212 0.25174 0.96141
0.256 0 1 0.2 0.988023 0.247252 0.964212 0.252701 0.961107
0.257 0 1 0.2 0.988023 0.247252 0.964212 0.253662 0.960803
0.258 0 1 0.2 0.988023 0.247252 0.964212 0.254623 0.960498
0.259 0 1 0.2 0.988023 0.247252 0.964212 0.255583 0.960192
0.26 0 1 0.2 0.988023 0.256894 0.961239 0.256544 0.959885
0.261 0 1 0.2 0.988023 0.256894 0.961239 0.257504 0.959576
0.262 0 1 0.2 0.988023 0.256894 0.961239 0.258463 0.959266
0.263 0 1 0.2 0.988023 0.256894 0.961239 0.259422 0.958956
0.264 0 1 0.2 0.988023 0.256894 0.961239 0.260381 0.958643
0.265 0 1 0.2 0.988023 0.256894 0.961239 0.26134 0.95833
0.266 0 1 0.2 0.988023 0.256894 0.961239 0.262298 0.958016
0.267 0 1 0.2 0.988023 0.256894 0.961239 0.263256 0.9577
0.268 0 1 0.2 0.988023 0.256894 0.961239 0.264214 0.957383
0.269 0 1 0.2 0.988023 0.256894 0.961239 0.265171 0.957065
0.27 0 1 0.2 0.988023 0.266506 0.958149 0.266129 0.956746
0.271 0 1 0.2 0.988023 0.266506 0.958149 0.267085 0.956426
0.272 0 1 0.2 0.988023 0.266506 0.958149 0.268042 0.956104
0.273 0 1 0.2 0.988023 0.266506 0.958149 0.268998 0.955782
0.274 0 1 0.2 0.988023 0.266506 0.958149 0.269954 0.955458
0.275 0 1 0.2 0.988023 0.266506 0.958149 0.270909 0.955133
0.276 0 1 0.2 0.988023 0.266506 0.958149 0.271864 0.954807
0.277 0 1 0.2 0.988023 0.266506 0.958149 0.272819 0.954479
0.278 0 1 0.2 0.988023 0.266506 0.958149 0.273773 0.954151
0.279 0 1 0.2 0.988023 0.266506 0.958149 0.274728 0.953821
0.28 0 1 0.2 0.988023 0.276088 0.954941 0.275681 0.95349
0.281 0 1 0.2 0.988023 0.276088 0.954941 0.276635 0.953158
0.282 0 1 0.2 0.988023 0.276088 0.954941 0.277588 0.952825
0.283 0 1 0.2 0.988023 0.276088 0.954941 0.278541 0.95249
0.284 0 1 0.2 0.988023 0.276088 0.954941 0.279493 0.952155
0.285 0 1 0.2 0.988023 0.276088 0.954941 0.280446 0.951818
0.286 0 1 0.2 0.988023 0.276088 0.954941 0.281397 0.95148
0.287 0 1 0.2 0.988023 0.276088 0.954941 0.282349 0.951141
0.288 0 1 0.2 0.988023 0.276088 0.954941 0.2833 0.950801
0.289 0 1 0.2 0.988023 0.276088 0.954941 0.284251 0.950459
0.29 0 1 0.2 0.988023 0.285637 0.951616 0.285201 0.950116
0.291 0 1 0.2 0.988023 0.285637 0.951616 0.286151 0.949773
0.292 0 1 0.2 0.988023 0.285637 0.951616 0.287101 0.949428
0.293 0 1 0.2 0.988023 0.285637 0.951616 0.288051 0.949081
0.294 0 1 0.2 0.988023 0.285637 0.951616 0.289 0.948734
0.295 0 1 0.2 0.988023 0.285637 0.951616 0.289948 0.948386
0.296 0 1 0.2 0.988023 0.285637 0.951616 0.290897 0.948036
0.297 0 1 0.2 0.988023 0.285637 0.951616 0.291845 0.947685
0.298 0 1 0.2 0.988023 0.285637 0.951616 0.292792 0.947333
0.299 0 1 0.2 0.988023 0.285637 0.951616 0.29374 0.94698
0.3 0 1 0.298802 0.964032 0.295153 0.948172 0.294687 0.946625
0.301 0 1 0.298802 0.964032 0.295153 0.948172 0.295633 0.94627
0.302 0 1 0.298802 0.964032 0.295153 0.948172 0.29658 0.945913
0.303 0 1 0.298802 0.964032 0.295153 0.948172 0.297526 0.945555
0.304 0 1 0.298802 0.964032 0.295153 0.948172 0.298471 0.945196
0.305 0 1 0.298802 0.964032 0.295153 0.948172 0.299416 0.944836
0.306 0 1 0.298802 0.964032 0.295153 0.948172 0.300361 0.944474
0.307 0 1 0.298802 0.964032 0.295153 0.948172 0.301306 0.944111
0.308 0 1 0.298802 0.964032 0.295153 0.948172 0.30225 0.943748
0.309 0 1 0.298802 0.964032 0.295153 0.948172 0.303194 0.943383
0.31 0 1 0.298802 0.964032 0.304635 0.94461 0.304137 0.943016
0.311 0 1 0.298802 0.964032 0.304635 0.94461 0.30508 0.942649
0.312 0 1 0.298802 0.964032 0.304635 0.94461 0.306023 0.94228
0.313 0 1 0.298802 0.964032 0.304635 0.94461 0.306965 0.941911
0.314 0 1 0.298802 0.964032 0.304635 0.94461 0.307907 0.94154
0.315 0 1 0.298802 0.964032 0.304635 0.94461 0.308848 0.941168
0.316 0 1 0.298802 0.964032 0.304635 0.94461 0.309789 0.940794
0.317 0 1 0.298802 0.964032 0.304635 0.94461 0.31073 0.94042
0.318 0 1 0.298802 0.964032 0.304635 0.94461 0.311671 0.940044
0.319 0 1 0.298802 0.964032 0.304635 0.94461 0.312611 0.939668
0.32 0 1 0.298802 0.964032 0.314081 0.94093 0.31355 0.93929
0.321 0 1 0.298802 0.964032 0.314081 0.94093 0.31449 0.93891
0.322 0 1 0.298802 0.964032 0.314081 0.94093 0.315429 0.93853
0.323 0 1 0.298802 0.964032 0.314081 0.94093 0.316367 0.938149
0.324 0 1 0.298802 0.964032 0.314081 0.94093 0.317305 0.937766
0.325 0 1 0.298802 0.964032 0.314081 0.94093 0.318243 0.937382
0.326 0 1 0.298802 0.964032 0.314081 0.94093 0.31918 0.936997
0.327 0 1 0.298802 0.964032 0.314081 0.94093 0.320117 0.936611
0.328 0 1 0.298802 0.964032 0.314081 0.94093 0.321054 0.936223
0.329 0 1 0.298802 0.964032 0.314081 0.94093 0.32199 0.935835
0.33 0 1 0.298802 0.964032 0.323491 0.937132 0.322926 0.935445
0.331 0 1 0.298802 0.964032 0.323491 0.937132 0.323862 0.935054
0.332 0 1 0.298802 0.964032 0.323491 0.937132 0.324797 0.934662
0.333 0 1 0.298802 0.964032 0.323491 0.937132 0.325731 0.934268
0.334 0 1 0.298802 0.964032 0.323491 0.937132 0.326665 0.933874
0.335 0 1 0.298802 0.964032 0.323491 0.937132 0.327599 0.933478
0.336 0 1 0.298802 0.964032 0.323491 0.937132 0.328533 0.933081
0.337 0 1 0.298802 0.964032 0.323491 0.937132 0.329466 0.932683
0.338 0 1 0.298802 0.964032 0.323491 0.937132 0.330399 0.932284
0.339 0 1 0.298802 0.964032 0.323491 0.937132 0.331331 0.931883
0.34 0 1 0.298802 0.964032 0.332862 0.933215 0.332263 0.931482
0.341 0 1 0.298802 0.964032 0.332862 0.933215 0.333194 0.931079
0.342 0 1 0.298802 0.964032 0.332862 0.933215 0.334125 0.930675
0.343 0 1 0.298802 0.964032 0.332862 0.933215 0.335056 0.93027
0.344 0 1 0.298802 0.964032 0.332862 0.933215 0.335986 0.929864
0.345 0 1 0.298802 0.964032 0.332862 0.933215 0.336916 0.929456
0.346 0 1 0.298802 0.964032 0.332862 0.933215 0.337846 0.929047
0.347 0 1 0.298802 0.964032 0.332862 0.933215 0.338775 0.928637
0.348 0 1 0.298802 0.964032 0.332862 0.933215 0.339703 0.928226
0.349 0 1 0.298802 0.964032 0.332862 0.933215 0.340632 0.927814
0.35 0 1 0.298802 0.964032 0.342194 0.92918 0.341559 0.9274
0.351 0 1 0.298802 0.964032 0.342194 0.92918 0.342487 0.926986
0.352 0 1 0.298802 0.964032 0.342194 0.92918 0.343414 0.92657
0.353 0 1 0.298802 0.964032 0.342194 0.92918 0.34434 0.926153
0.354 0 1 0.298802 0.964032 0.342194 0.92918 0.345266 0.925735
0.355 0 1 0.298802 0.964032 0.342194 0.92918 0.346192 0.925315
0.356 0 1 0.298802 0.964032 0.342194 0.92918 0.347117 0.924895
0.357 0 1 0.298802 0.964032 0.342194 0.92918 0.348042 0.924473
0.358 0 1 0.298802 0.964032 0.342194 0.92918 0.348967 0.92405
0.359 0 1 0.298802 0.964032 0.342194 0.92918 0.349891 0.923626
0.36 0 1 0.298802 0.964032 0.351486 0.925025 0.350815 0.9232
0.361 0 1 0.298802 0.964032 0.351486 0.925025 0.351738 0.922774
0.362 0 1 0.298802 0.964032 0.351486 0.925025 0.352661 0.922346
0.363 0 1 0.298802 0.964032 0.351486 0.925025 0.353583 0.921917
0.364 0 1 0.298802 0.964032 0.351486 0.925025 0.354505 0.921487
0.365 0 1 0.298802 0.964032 0.351486 0.925025 0.355426 0.921055
0.366 0 1 0.298802 0.964032 0.351486 0.925025 0.356347 0.920623
0.367 0 1 0.298802 0.964032 0.351486 0.925025 0.357268 0.920189
0.368 0 1 0.298802 0.964032 0.351486 0.925025 0.358188 0.919754
0.369 0 1 0.298802 0.964032 0.351486 0.925025 0.359108 0.919318
0.37 0 1 0.298802 0.964032 0.360736 0.92075 0.360027 0.918881
0.371 0 1 0.298802 0.964032 0.360736 0.92075 0.360946 0.918442
0.372 0 1 0.298802 0.964032 0.360736 0.92075 0.361865 0.918003
0.373 0 1 0.298802 0.964032 0.360736 0.92075 0.362783 0.917562
0.374 0 1 0.298802 0.964032 0.360736 0.92075 0.3637 0.91712
0.375 0 1 0.298802 0.964032 0.360736 0.92075 0.364617 0.916676
0.376 0 1 0.298802 0.964032 0.360736 0.92075 0.365534 0.916232
0.377 0 1 0.298802 0.964032 0.360736 0.92075 0.36645 0.915786
0.378 0 1 0.298802 0.964032 0.360736 0.92075 0.367366 0.915339
0.379 0 1 0.298802 0.964032 0.360736 0.92075 0.368281 0.914891
0.38 0 1 0.298802 0.964032 0.369944 0.916356 0.369196 0.914442
0.381 0 1 0.298802 0.964032 0.369944 0.916356 0.370111 0.913992
0.382 0 1 0.298802 0.964032 0.369944 0.916356 0.371025 0.91354
0.383 0 1 0.298802 0.964032 0.369944 0.916356 0.371938 0.913087
0.384 0 1 0.298802 0.964032 0.369944 0.916356 0.372851 0.912633
0.385 0 1 0.298802 0.964032 0.369944 0.916356 0.373764 0.912178
0.386 0 1 0.298802 0.964032 0.369944 0.916356 0.374676 0.911721
0.387 0 1 0.298802 0.964032 0.369944 0.916356 0.375588 0.911264
0.388 0 1 0.298802 0.964032 0.369944 0.916356 0.376499 0.910805
0.389 0 1 0.298802 0.964032 0.369944 0.916356 0.37741 0.910345
0.39 0 1 0.298802 0.964032 0.379107 0.911842 0.37832 0.909883
0.391 0 1 0.298802 0.964032 0.379107 0.911842 0.37923 0.909421
0.392 0 1 0.298802 0.964032 0.379107 0.911842 0.380139 0.908957
0.393 0 1 0.298802 0.964032 0.379107 0.911842 0.381048 0.908492
0.394 0 1 0.298802 0.964032 0.379107 0.911842 0.381957 0.908026
