t x_1 v_1 x_0.1 v_0.1 x_0.01 v_0.01 x_0.001 v_0.001
1.939 1 1 0.470601 -1.16638 0.479388 -0.872528 0.474854 -0.853993
1.94 1 1 0.470601 -1.16638 0.479388 -0.872528 0.474 -0.854591
1.941 1 1 0.470601 -1.16638 0.470663 -0.878584 0.473145 -0.855189
1.942 1 1 0.470601 -1.16638 0.470663 -0.878584 0.47229 -0.855785
1.943 1 1 0.470601 -1.16638 0.470663 -0.878584 0.471434 -0.856379
1.944 1 1 0.470601 -1.16638 0.470663 -0.878584 0.470578 -0.856973
1.945 1 1 0.470601 -1.16638 0.470663 -0.878584 0.469721 -0.857565
1.946 1 1 0.470601 -1.16638 0.470663 -0.878584 0.468863 -0.858156
1.947 1 1 0.470601 -1.16638 0.470663 -0.878584 0.468005 -0.858745
1.948 1 1 0.470601 -1.16638 0.470663 -0.878584 0.467146 -0.859334
1.949 1 1 0.470601 -1.16638 0.470663 -0.878584 0.466287 -0.859921
1.95 1 1 0.470601 -1.16638 0.470663 -0.878584 0.465427 -0.860506
1.951 1 1 0.470601 -1.16638 0.461877 -0.884506 0.464567 -0.861091
1.952 1 1 0.470601 -1.16638 0.461877 -0.884506 0.463705 -0.861674
1.953 1 1 0.470601 -1.16638 0.461877 -0.884506 0.462844 -0.862256
1.954 1 1 0.470601 -1.16638 0.461877 -0.884506 0.461982 -0.862836
1.955 1 1 0.470601 -1.16638 0.461877 -0.884506 0.461119 -0.863415
1.956 1 1 0.470601 -1.16638 0.461877 -0.884506 0.460255 -0.863993
1.957 1 1 0.470601 -1.16638 0.461877 -0.884506 0.459391 -0.86457
1.958 1 1 0.470601 -1.16638 0.461877 -0.884506 0.458527 -0.865146
1.959 1 1 0.470601 -1.16638 0.461877 -0.884506 0.457662 -0.86572
1.96 1 1 0.470601 -1.16638 0.461877 -0.884506 0.456796 -0.866293
1.961 1 1 0.470601 -1.16638 0.453032 -0.890297 0.45593 -0.866864
1.962 1 1 0.470601 -1.16638 0.453032 -0.890297 0.455063 -0.867434
1.963 1 1 0.470601 -1.16638 0.453032 -0.890297 0.454195 -0.868003
1.964 1 1 0.470601 -1.16638 0.453032 -0.890297 0.453327 -0.868571
1.965 1 1 0.470601 -1.16638 0.453032 -0.890297 0.452459 -0.869138
1.966 1 1 0.470601 -1.16638 0.453032 -0.890297 0.45159 -0.869703
1.967 1 1 0.470601 -1.16638 0.453032 -0.890297 0.45072 -0.870267
1.968 1 1 0.470601 -1.16638 0.453032 -0.890297 0.44985 -0.87083
1.969 1 1 0.470601 -1.16638 0.453032 -0.890297 0.448979 -0.871391
1.97 1 1 0.470601 -1.16638 0.453032 -0.890297 0.448107 -0.871951
1.971 1 1 0.470601 -1.16638 0.444129 -0.895958 0.447235 -0.87251
1.972 1 1 0.470601 -1.16638 0.444129 -0.895958 0.446363 -0.873068
1.973 1 1 0.470601 -1.16638 0.444129 -0.895958 0.44549 -0.873624
1.974 1 1 0.470601 -1.16638 0.444129 -0.895958 0.444616 -0.874179
1.975 1 1 0.470601 -1.16638 0.444129 -0.895958 0.443742 -0.874733
1.976 1 1 0.470601 -1.16638 0.444129 -0.895958 0.442867 -0.875286
1.977 1 1 0.470601 -1.16638 0.444129 -0.895958 0.441992 -0.875837
1.978 1 1 0.470601 -1.16638 0.444129 -0.895958 0.441116 -0.876387
1.979 1 1 0.470601 -1.16638 0.444129 -0.895958 0.44024 -0.876936
1.98 1 1 0.470601 -1.16638 0.444129 -0.895958 0.439363 -0.877483
1.981 1 1 0.470601 -1.16638 0.435169 -0.901489 0.438485 -0.87803
1.982 1 1 0.470601 -1.16638 0.435169 -0.901489 0.437607 -0.878575
1.983 1 1 0.470601 -1.16638 0.435169 -0.901489 0.436729 -0.879118
1.984 1 1 0.470601 -1.16638 0.435169 -0.901489 0.43585 -0.879661
1.985 1 1 0.470601 -1.16638 0.435169 -0.901489 0.43497 -0.880202
1.986 1 1 0.470601 -1.16638 0.435169 -0.901489 0.43409 -0.880742
1.987 1 1 0.470601 -1.16638 0.435169 -0.901489 0.433209 -0.881281
1.988 1 1 0.470601 -1.16638 0.435169 -0.901489 0.432328 -0.881819
1.989 1 1 0.470601 -1.16638 0.435169 -0.901489 0.431446 -0.882355
1.99 1 1 0.470601 -1.16638 0.435169 -0.901489 0.430564 -0.88289
1.991 1 1 0.470601 -1.16638 0.426154 -0.906892 0.429681 -0.883424
1.992 1 1 0.470601 -1.16638 0.426154 -0.906892 0.428797 -0.883956
1.993 1 1 0.470601 -1.16638 0.426154 -0.906892 0.427913 -0.884487
1.994 1 1 0.470601 -1.16638 0.426154 -0.906892 0.427029 -0.885017
1.995 1 1 0.470601 -1.16638 0.426154 -0.906892 0.426144 -0.885546
1.996 1 1 0.470601 -1.16638 0.426154 -0.906892 0.425258 -0.886074
1.997 1 1 0.470601 -1.16638 0.426154 -0.906892 0.424372 -0.8866
1.998 1 1 0.470601 -1.16638 0.426154 -0.906892 0.423486 -0.887125
1.999 1 1 0.470601 -1.16638 0.426154 -0.906892 0.422598 -0.887649
2 1 1 0.470601 -1.16638 0.426154 -0.906892 0.421711 -0.888172
2.001 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.420823 -0.888693
2.002 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.419934 -0.889213
2.003 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.419045 -0.889732
2.004 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.418155 -0.89025
2.005 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.417265 -0.890766
2.006 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.416374 -0.891281
2.007 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.415483 -0.891795
2.008 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.414591 -0.892308
2.009 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.413699 -0.892819
2.01 2 -3.10242 0.353963 -1.2256 0.417085 -0.912168 0.412806 -0.89333
2.011 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.411912 -0.893839
2.012 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.411019 -0.894346
2.013 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.410124 -0.894853
2.014 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.409229 -0.895358
2.015 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.408334 -0.895862
2.016 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.407438 -0.896365
2.017 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.406542 -0.896867
2.018 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.405645 -0.897367
2.019 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.404748 -0.897867
2.02 2 -3.10242 0.353963 -1.2256 0.407964 -0.917317 0.40385 -0.898365
2.021 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.402951 -0.898861
2.022 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.402053 -0.899357
2.023 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.401153 -0.899851
2.024 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.400253 -0.900344
2.025 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.399353 -0.900836
2.026 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.398452 -0.901327
2.027 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.397551 -0.901816
2.028 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.396649 -0.902304
2.029 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.395747 -0.902791
2.03 2 -3.10242 0.353963 -1.2256 0.398791 -0.922341 0.394844 -0.903277
2.031 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.393941 -0.903762
2.032 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.393037 -0.904245
2.033 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.392133 -0.904727
2.034 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.391228 -0.905208
2.035 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.390323 -0.905688
2.036 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.389417 -0.906166
2.037 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.388511 -0.906643
2.038 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.387604 -0.907119
2.039 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.386697 -0.907594
2.04 2 -3.10242 0.353963 -1.2256 0.389567 -0.92724 0.385789 -0.908068
2.041 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.384881 -0.90854
2.042 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.383973 -0.909012
2.043 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.383064 -0.909482
2.044 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.382154 -0.90995
2.045 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.381244 -0.910418
2.046 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.380334 -0.910884
2.047 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.379423 -0.911349
2.048 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.378512 -0.911813
2.049 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.3776 -0.912276
2.05 2 -3.10242 0.353963 -1.2256 0.380295 -0.932014 0.376688 -0.912738
2.051 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.375775 -0.913198
2.052 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.374862 -0.913657
2.053 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.373948 -0.914115
2.054 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.373034 -0.914572
2.055 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.372119 -0.915027
2.056 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.371204 -0.915482
2.057 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.370289 -0.915935
2.058 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.369373 -0.916387
2.059 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.368457 -0.916837
2.06 2 -3.10242 0.353963 -1.2256 0.370975 -0.936666 0.36754 -0.917287
2.061 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.366622 -0.917735
2.062 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.365705 -0.918182
2.063 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.364787 -0.918628
2.064 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.363868 -0.919073
2.065 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.362949 -0.919516
2.066 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.362029 -0.919959
2.067 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.361109 -0.9204
2.068 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.360189 -0.92084
2.069 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.359268 -0.921278
2.07 2 -3.10242 0.353963 -1.2256 0.361608 -0.941194 0.358347 -0.921716
2.071 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.357425 -0.922152
2.072 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.356503 -0.922587
2.073 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.35558 -0.923021
2.074 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.354657 -0.923454
2.075 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.353734 -0.923885
2.076 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.35281 -0.924316
2.077 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.351886 -0.924745
2.078 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.350961 -0.925173
2.079 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.350036 -0.9256
2.08 2 -3.10242 0.353963 -1.2256 0.352196 -0.945599 0.34911 -0.926025
2.081 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.348184 -0.926449
2.082 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.347258 -0.926873
2.083 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.346331 -0.927295
2.084 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.345404 -0.927715
2.085 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.344476 -0.928135
2.086 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.343548 -0.928553
2.087 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.342619 -0.928971
2.088 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.34169 -0.929387
2.089 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.340761 -0.929802
2.09 2 -3.10242 0.353963 -1.2256 0.34274 -0.949883 0.339831 -0.930215
2.091 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.338901 -0.930628
2.092 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.33797 -0.931039
2.093 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.337039 -0.931449
2.094 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.336108 -0.931858
2.095 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.335176 -0.932266
2.096 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.334244 -0.932672
2.097 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.333311 -0.933077
2.098 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.332378 -0.933482
2.099 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.331444 -0.933885
2.1 2 -3.10242 0.353963 -1.2256 0.333241 -0.954044 0.33051 -0.934286
2.101 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.329576 -0.934687
2.102 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.328641 -0.935086
2.103 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.327706 -0.935484
2.104 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.326771 -0.935881
2.105 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.325835 -0.936277
2.106 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.324899 -0.936672
2.107 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.323962 -0.937065
2.108 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.323025 -0.937458
2.109 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.322087 -0.937849
2.11 2 -3.10242 0.231403 -1.26866 0.323701 -0.958085 0.32115 -0.938239
2.111 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.320211 -0.938627
2.112 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.319273 -0.939015
2.113 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.318334 -0.939401
2.114 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.317394 -0.939787
2.115 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.316455 -0.940171
2.116 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.315514 -0.940553
2.117 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.314574 -0.940935
2.118 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.313633 -0.941315
2.119 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.312692 -0.941695
2.12 2 -3.10242 0.231403 -1.26866 0.31412 -0.962004 0.31175 -0.942073
2.121 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.310808 -0.94245
2.122 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.309865 -0.942825
2.123 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.308923 -0.9432
2.124 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.307979 -0.943573
2.125 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.307036 -0.943945
2.126 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.306092 -0.944316
2.127 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.305148 -0.944686
2.128 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.304203 -0.945055
2.129 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.303258 -0.945422
2.13 2 -3.10242 0.231403 -1.26866 0.3045 -0.965803 0.302312 -0.945789
2.131 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.301367 -0.946154
2.132 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.30042 -0.946518
2.133 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.299474 -0.94688
2.134 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.298527 -0.947242
2.135 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.29758 -0.947602
2.136 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.296632 -0.947962
2.137 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.295684 -0.94832
2.138 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.294736 -0.948676
2.139 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.293787 -0.949032
2.14 2 -3.10242 0.231403 -1.26866 0.294842 -0.969482 0.292838 -0.949386
2.141 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.291889 -0.94974
2.142 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.290939 -0.950092
2.143 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.289989 -0.950443
2.144 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.289039 -0.950793
2.145 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.288088 -0.951141
2.146 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.287137 -0.951489
2.147 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.286185 -0.951835
2.148 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.285233 -0.95218
2.149 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.284281 -0.952524
2.15 2 -3.10242 0.231403 -1.26866 0.285147 -0.973039 0.283329 -0.952866
2.151 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.282376 -0.953208
2.152 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.281422 -0.953548
2.153 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.280469 -0.953887
2.154 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.279515 -0.954225
2.155 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.278561 -0.954562
2.156 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.277606 -0.954898
2.157 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.276651 -0.955232
2.158 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.275696 -0.955566
2.159 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.274741 -0.955898
2.16 2 -3.10242 0.231403 -1.26866 0.275417 -0.976477 0.273785 -0.956229
2.161 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.272828 -0.956558
2.162 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.271872 -0.956887
2.163 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.270915 -0.957214
2.164 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.269958 -0.95754
2.165 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.269 -0.957865
2.166 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.268042 -0.958189
2.167 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.267084 -0.958512
2.168 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.266126 -0.958833
2.169 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.265167 -0.959154
2.17 2 -3.10242 0.231403 -1.26866 0.265652 -0.979794 0.264208 -0.959473
2.171 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.263248 -0.959791
2.172 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.262288 -0.960108
2.173 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.261328 -0.960423
2.174 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.260368 -0.960738
2.175 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.259407 -0.961051
2.176 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.258446 -0.961363
2.177 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.257485 -0.961674
2.178 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.256523 -0.961984
2.179 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.255561 -0.962292
2.18 2 -3.10242 0.231403 -1.26866 0.255854 -0.982992 0.254599 -0.9626
2.181 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.253636 -0.962906
2.182 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.252673 -0.963211
2.183 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.25171 -0.963515
2.184 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.250747 -0.963817
2.185 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.249783 -0.964119
2.186 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.248819 -0.964419
2.187 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.247854 -0.964718
2.188 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.246889 -0.965016
2.189 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.245924 -0.965313
2.19 2 -3.10242 0.231403 -1.26866 0.246024 -0.986069 0.244959 -0.965609
2.191 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.243994 -0.965903
2.192 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.243028 -0.966196
2.193 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.242061 -0.966488
2.194 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.241095 -0.966779
2.195 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.240128 -0.967069
2.196 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.239161 -0.967357
2.197 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.238194 -0.967645
2.198 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.237226 -0.967931
2.199 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.236258 -0.968216
2.2 2 -3.10242 0.231403 -1.26866 0.236163 -0.989026 0.23529 -0.9685
2.201 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.234321 -0.968782
2.202 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.233353 -0.969064
2.203 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.232384 -0.969344
2.204 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.231414 -0.969623
2.205 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.230445 -0.969901
2.206 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.229475 -0.970178
2.207 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.228505 -0.970454
2.208 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.227534 -0.970728
2.209 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.226563 -0.971001
2.21 2 -3.10242 0.104536 -1.29646 0.226273 -0.991863 0.225592 -0.971273
2.211 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.224621 -0.971544
2.212 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.22365 -0.971814
2.213 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.222678 -0.972082
2.214 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.221706 -0.97235
2.215 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.220733 -0.972616
2.216 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.219761 -0.972881
2.217 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.218788 -0.973145
2.218 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.217815 -0.973407
2.219 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.216841 -0.973669
2.22 2 -3.10242 0.104536 -1.29646 0.216354 -0.99458 0.215868 -0.973929
2.221 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.214894 -0.974188
2.222 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.21392 -0.974446
2.223 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.212945 -0.974703
2.224 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.21197 -0.974958
2.225 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.210995 -0.975213
2.226 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.21002 -0.975466
2.227 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.209045 -0.975718
2.228 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.208069 -0.975969
2.229 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.207093 -0.976218
2.23 2 -3.10242 0.104536 -1.29646 0.206409 -0.997177 0.206117 -0.976467
2.231 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.20514 -0.976714
2.232 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.204164 -0.97696
2.233 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.203187 -0.977205
2.234 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.202209 -0.977449
2.235 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.201232 -0.977691
2.236 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.200254 -0.977933
2.237 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.199276 -0.978173
2.238 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.198298 -0.978412
2.239 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.19732 -0.97865
2.24 2 -3.10242 0.104536 -1.29646 0.196437 -0.999654 0.196341 -0.978887
2.241 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.195362 -0.979122
2.242 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.194383 -0.979356
2.243 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.193404 -0.97959
2.244 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.192424 -0.979821
2.245 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.191444 -0.980052
2.246 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.190464 -0.980282
2.247 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.189484 -0.98051
2.248 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.188504 -0.980737
2.249 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.187523 -0.980963
2.25 2 -3.10242 0.104536 -1.29646 0.18644 -1.00201 0.186542 -0.981188
2.251 2 -3.10242 0.104536 -1.29646 0.17642 -1.00425 0.185561 -0.981412
2.252 2 -3.10242 0.104536 -1.29646 0.17642 -1.00425 0.184579 -0.981634
2.253 2 -3.10242 0.104536 -1.29646 0.17642 -1.00425 0.183598 -0.981856
